n,p,ak,bk,bs,k0,k1
3,4,0.029228198972150482,0.30067857010832594,0.731280221325238,0.5043533499514561,0.5223441440179324
5,5,0.0037719150606293963,0.4191077815954158,0.7734581641853056,0.6816920344564827,0.7562744949621141
3,5,0.010404349672276457,0.4560504660232614,0.7693826727412487,0.49655279677783704,0.4213414193362793
5,4,0.0019388542500209064,0.20929660288465451,0.9073020265037417,0.5264846034265771,0.7419626553288221
3,5,0.02184066857774187,0.4371917738207492,0.6733365754554318,0.48355370654746704,0.4201709452656434
4,5,0.009314745118731309,0.48619506284034064,0.865570761279147,0.7944732061246376,0.7771870966753787
4,4,0.004335868546250333,0.23041800874477314,0.9445653050630988,0.5056706468594898,0.5575509007133916
4,5,0.006655072580314983,0.3813885071873031,0.830751724096017,0.698325150350026,0.7760490064669989
4,5,0.01594783287402408,0.3504626556567007,0.6317124596924464,0.43755569872497757,0.4745482571644204
4,5,0.027432467867050035,0.36086999528654956,0.6869245663020204,0.5936770621649005,0.66673300583014
2,5,0.007201935791557061,0.4843690263526365,0.7759237375992403,0.7367111704744707,0.4867648687122335
4,5,0.019196832703341254,0.37548979408311184,0.7350247884928801,0.5602742814815351,0.5950716772349971
3,5,0.040392323045698286,0.28404360397028733,0.6679304945023586,0.5723502028867484,0.6552431151200799
4,5,0.02327491405665374,0.42893554130439954,0.825087904420333,0.6085718969934579,0.58432895977686
3,4,0.013101603139561196,0.28201386177553067,0.8576360389267893,0.6661991059047521,0.7609064280049966
5,5,0.0036003017973557302,0.10299652712543927,0.9072911692180132,0.25134063056175776,0.376168727402995
3,5,0.008872249837017315,0.45065917338995265,0.8187084467745185,0.4506007490321365,0.3483949575455339
3,4,0.00302771970852164,0.07027211497770793,0.8855251887877624,0.2197189464412288,0.3300472663634936
5,5,0.003722056825302951,0.40233817288033535,0.9170878073894668,0.5711339726793234,0.5773197181960154
5,4,0.025987214844989923,0.23251580567462876,0.6460358895143976,0.39382984460097975,0.5252077667543549
3,4,0.0016695973907216862,0.11378411251813501,0.9436730491226228,0.3905423203263577,0.5002095842040704
